Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4436919,WHS4_544,COUNTRY,THA,SEAR,YEAR,South-East Asia,,,2010,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4487479,WHS4_544,COUNTRY,ZAF,AFR,YEAR,Africa,,,2020,,,,,,,84,84.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
4489171,WHS4_544,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,,,2012,,,,,,,64,64.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4496858,WHS4_544,COUNTRY,GHA,AFR,YEAR,Africa,,,2017,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
4516849,WHS4_544,COUNTRY,GHA,AFR,YEAR,Africa,,,2010,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539795,WHS4_544,COUNTRY,NGA,AFR,YEAR,Africa,,,2017,,,,,,,55,55.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
4573912,WHS4_544,COUNTRY,RWA,AFR,YEAR,Africa,,,2010,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4578756,WHS4_544,COUNTRY,CHN,WPR,YEAR,Western Pacific,,,2020,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
4643446,WHS4_544,COUNTRY,POL,EUR,YEAR,Europe,,,2021,,,,,,,84,84.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
4684817,WHS4_544,COUNTRY,KOR,WPR,YEAR,Western Pacific,,,2023,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
4717506,WHS4_544,COUNTRY,IND,SEAR,YEAR,South-East Asia,,,2015,,,,,,,86,86.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4728805,WHS4_544,COUNTRY,COL,AMR,YEAR,Americas,,,2015,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4756496,WHS4_544,COUNTRY,POL,EUR,YEAR,Europe,,,2017,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
4828524,WHS4_544,COUNTRY,CHL,AMR,YEAR,Americas,,,2018,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
4875935,WHS4_544,COUNTRY,MEX,AMR,YEAR,Americas,,,2019,,,,,,,82,82.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4904369,WHS4_544,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,,,2012,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4934765,WHS4_544,COUNTRY,CHN,WPR,YEAR,Western Pacific,,,2024,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
5003664,WHS4_544,COUNTRY,SGP,WPR,YEAR,Western Pacific,,,2016,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
5030696,WHS4_544,COUNTRY,TUR,EUR,YEAR,Europe,,,2022,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
5031132,WHS4_544,COUNTRY,RWA,AFR,YEAR,Africa,,,2011,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
5038689,WHS4_544,COUNTRY,NGA,AFR,YEAR,Africa,,,2024,,,,,,,69,69.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
5071347,WHS4_544,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,,,2024,,,,,,,87,87.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
5086223,WHS4_544,COUNTRY,KOR,WPR,YEAR,Western Pacific,,,2018,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
5089731,WHS4_544,COUNTRY,GHA,AFR,YEAR,Africa,,,2012,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5105967,WHS4_544,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,,,2011,,,,,,,63,63.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
5119559,WHS4_544,COUNTRY,RWA,AFR,YEAR,Africa,,,2021,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5124730,WHS4_544,COUNTRY,MDG,AFR,YEAR,Africa,,,2023,,,,,,,63,63.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
5124813,WHS4_544,COUNTRY,TUR,EUR,YEAR,Europe,,,2014,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5144404,WHS4_544,COUNTRY,KEN,AFR,YEAR,Africa,,,2014,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5169868,WHS4_544,COUNTRY,TUR,EUR,YEAR,Europe,,,2023,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
5189779,WHS4_544,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,,,2024,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
5189944,WHS4_544,COUNTRY,IND,SEAR,YEAR,South-East Asia,,,2019,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
5192532,WHS4_544,COUNTRY,CHN,WPR,YEAR,Western Pacific,,,2011,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
5211827,WHS4_544,COUNTRY,MEX,AMR,YEAR,Americas,,,2023,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
5262800,WHS4_544,COUNTRY,RWA,AFR,YEAR,Africa,,,2022,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
5267847,WHS4_544,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,,2014,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5283743,WHS4_544,COUNTRY,CHL,AMR,YEAR,Americas,,,2024,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
5330129,WHS4_544,COUNTRY,ZAF,AFR,YEAR,Africa,,,2019,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
5377035,WHS4_544,COUNTRY,BRA,AMR,YEAR,Americas,,,2017,,,,,,,84,84.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
5394335,WHS4_544,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,,,2018,,,,,,,67,67.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
5434563,WHS4_544,COUNTRY,PHL,WPR,YEAR,Western Pacific,,,2020,,,,,,,82,82.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
5435435,WHS4_544,COUNTRY,JPN,WPR,YEAR,Western Pacific,,,2018,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
5461570,WHS4_544,COUNTRY,NGA,AFR,YEAR,Africa,,,2023,,,,,,,70,70.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
5485903,WHS4_544,COUNTRY,UGA,AFR,YEAR,Africa,,,2011,,,,,,,79,79.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
5502147,WHS4_544,COUNTRY,BRA,AMR,YEAR,Americas,,,2018,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
5515705,WHS4_544,COUNTRY,RWA,AFR,YEAR,Africa,,,2016,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
5536943,WHS4_544,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,,2019,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
5574429,WHS4_544,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,,,2024,,,,,,,59,59.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
5574457,WHS4_544,COUNTRY,COL,AMR,YEAR,Americas,,,2020,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
5574485,WHS4_544,COUNTRY,PHL,WPR,YEAR,Western Pacific,,,2010,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
5583672,WHS4_544,COUNTRY,COL,AMR,YEAR,Americas,,,2021,,,,,,,86,86.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5589993,WHS4_544,COUNTRY,RWA,AFR,YEAR,Africa,,,2024,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
5661534,WHS4_544,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,,2023,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
5688901,WHS4_544,COUNTRY,UGA,AFR,YEAR,Africa,,,2010,,,,,,,79,79.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
5718224,WHS4_544,COUNTRY,POL,EUR,YEAR,Europe,,,2023,,,,,,,86,86.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
5747632,WHS4_544,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,,,2016,,,,,,,66,66.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
5804088,WHS4_544,COUNTRY,THA,SEAR,YEAR,South-East Asia,,,2019,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
5823379,WHS4_544,COUNTRY,ZAF,AFR,YEAR,Africa,,,2014,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5861793,WHS4_544,COUNTRY,KEN,AFR,YEAR,Africa,,,2024,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
5875071,WHS4_544,COUNTRY,THA,SEAR,YEAR,South-East Asia,,,2021,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5881573,WHS4_544,COUNTRY,SGP,WPR,YEAR,Western Pacific,,,2017,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
5891731,WHS4_544,COUNTRY,MDG,AFR,YEAR,Africa,,,2020,,,,,,,66,66.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
5895045,WHS4_544,COUNTRY,NGA,AFR,YEAR,Africa,,,2012,,,,,,,42,42.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5923764,WHS4_544,COUNTRY,POL,EUR,YEAR,Europe,,,2019,,,,,,,87,87.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
5943528,WHS4_544,COUNTRY,JPN,WPR,YEAR,Western Pacific,,,2015,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
5948167,WHS4_544,COUNTRY,UGA,AFR,YEAR,Africa,,,2019,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
5963195,WHS4_544,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,,,2014,,,,,,,69,69.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5978045,WHS4_544,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,,2011,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
