Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
8087092,MDG_0000000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,2015,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,7.4 [7.2-7.6],7.388836621,7.193170076,7.589386641,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
8088708,MDG_0000000001,COUNTRY,JPN,YEAR,WPR,Western Pacific,SEX,2010,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.4 [2.3-2.4],2.37784329,2.334971698,2.422298665,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
8098444,MDG_0000000001,COUNTRY,SGP,YEAR,WPR,Western Pacific,SEX,2010,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.4 [2.3-2.6],2.423662045,2.257514043,2.608750747,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
8103656,MDG_0000000001,COUNTRY,UGA,YEAR,AFR,Africa,SEX,2013,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,42.2 [38.1-46.7],42.15789,38.072677691,46.689823676,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
8106356,MDG_0000000001,COUNTRY,RWA,YEAR,AFR,Africa,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,28.4 [23.1-34.7],28.384273334,23.14726727,34.708467807,,2025-04-15T15:49:27.583+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
8117612,MDG_0000000001,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,2016,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,62.2 [57.0-68.1],62.205941593,56.959506593,68.060675094,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8119301,MDG_0000000001,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,2016,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,24.7 [21.8-28.0],24.698709769,21.767866702,28.032838928,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8121592,MDG_0000000001,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,2012,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,22.4 [20.4-24.7],22.423090669,20.354475485,24.727924337,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
8128257,MDG_0000000001,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,2023,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,24.7 [21.2-28.6],24.749576664,21.231129805,28.622889644,The UN IGME estimates are not the official statistics of India. The Sample Registration System (SRS) of ORGI is the official data source of India for all mortality estimates.,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
8136168,MDG_0000000001,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,2016,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,28.4 [26.6-30.2],28.384293234,26.58750317,30.220740516,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8137084,MDG_0000000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,2017,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,74.1 [61.3-91.0],74.111086293,61.257247703,91.042481985,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
8142171,MDG_0000000001,COUNTRY,MDG,YEAR,AFR,Africa,SEX,2012,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,39.8 [35.8-44.3],39.84885525,35.785781038,44.320797668,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
8158313,MDG_0000000001,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2016,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,13.0 [12.1-14.0],13.015299087,12.078540941,13.963467943,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8166187,MDG_0000000001,COUNTRY,MEX,YEAR,AMR,Americas,SEX,2012,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,16.7 [15.9-17.8],16.732835649,15.931130088,17.754994426,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
8171307,MDG_0000000001,COUNTRY,TUR,YEAR,EUR,Europe,SEX,2011,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,14.5 [13.2-15.7],14.46440961,13.21969316,15.688589851,,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
8173746,MDG_0000000001,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2012,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,14.8 [14.5-15.1],14.801225527,14.512593181,15.098184009,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
8174924,MDG_0000000001,COUNTRY,RWA,YEAR,AFR,Africa,SEX,2017,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,29.2 [24.1-35.3],29.160920471,24.11899257,35.316889573,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
8183674,MDG_0000000001,COUNTRY,RWA,YEAR,AFR,Africa,SEX,2010,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,42.2 [38.0-46.8],42.206550152,38.04681652,46.793614886,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
8204154,MDG_0000000001,COUNTRY,MEX,YEAR,AMR,Americas,SEX,2014,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,12.8 [12.2-13.5],12.767041882,12.153194997,13.527629358,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8210311,MDG_0000000001,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,2016,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,62.3 [54.5-70.4],62.254034399,54.533188856,70.39944346,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8211423,MDG_0000000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,2010,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,4.7 [4.6-4.8],4.684925658,4.564040791,4.805462459,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
8211991,MDG_0000000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,2014,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,76.4 [67.0-87.7],76.441516532,66.970474379,87.672093638,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8212590,MDG_0000000001,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2012,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,16.5 [15.7-17.3],16.451762198,15.657100953,17.25595261,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
8212969,MDG_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2016,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,30.5 [29.1-31.9],30.500141644,29.073071227,31.931965647,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8223678,MDG_0000000001,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,2010,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,29.7 [27.4-32.3],29.720144021,27.417315223,32.294502148,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
8229045,MDG_0000000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,2012,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,10.5 [9.9-11.2],10.535389642,9.904750619,11.187489558,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
8230025,MDG_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2010,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,36.9 [35.6-38.3],36.874301991,35.552544964,38.274003314,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
8231618,MDG_0000000001,COUNTRY,TUR,YEAR,EUR,Europe,SEX,2016,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,11.0 [10.2-11.9],11.021413732,10.227647203,11.857308092,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8235841,MDG_0000000001,COUNTRY,KEN,YEAR,AFR,Africa,SEX,2023,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,30.9 [25.7-37.2],30.91312779,25.713950863,37.236585054,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
8242200,MDG_0000000001,COUNTRY,TUR,YEAR,EUR,Europe,SEX,2013,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,11.5 [10.6-12.4],11.508906638,10.597522692,12.424160382,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
8244208,MDG_0000000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,2023,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,4.2 [3.8-4.8],4.222509293,3.75209181,4.755906759,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
8254487,MDG_0000000001,COUNTRY,MEX,YEAR,AMR,Americas,SEX,2014,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,14.3 [13.6-15.2],14.31822105,13.637002773,15.165214963,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8257387,MDG_0000000001,COUNTRY,COL,YEAR,AMR,Americas,SEX,2021,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,10.3 [7.0-15.3],10.313316576,6.968003488,15.282385178,,2025-04-15T15:49:27.583+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
8259939,MDG_0000000001,COUNTRY,MDG,YEAR,AFR,Africa,SEX,2017,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,48.3 [42.9-54.5],48.313341389,42.907320404,54.464697223,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
8260687,MDG_0000000001,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,2013,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,19.8 [17.8-22.1],19.848720246,17.790106428,22.061610795,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
8262682,MDG_0000000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,2020,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,5.4 [5.2-5.6],5.383163275,5.210507035,5.558936676,,2025-04-15T15:49:27.583+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
8276949,MDG_0000000001,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,2018,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,31.4 [29.2-33.7],31.35082217,29.161165182,33.655307222,The UN IGME estimates are not the official statistics of India. The Sample Registration System (SRS) of ORGI is the official data source of India for all mortality estimates.,2025-04-15T15:49:27.583+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
8279787,MDG_0000000001,COUNTRY,UGA,YEAR,AFR,Africa,SEX,2011,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,51.2 [46.8-56.0],51.222186687,46.808881732,56.038709557,,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
8287085,MDG_0000000001,COUNTRY,RWA,YEAR,AFR,Africa,SEX,2014,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,34.6 [29.5-40.5],34.629542448,29.457172379,40.494443364,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8287806,MDG_0000000001,COUNTRY,JPN,YEAR,WPR,Western Pacific,SEX,2023,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,1.9 [1.8-1.9],1.850093234,1.781863044,1.920377356,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
8290217,MDG_0000000001,COUNTRY,KEN,YEAR,AFR,Africa,SEX,2020,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,40.7 [36.1-46.0],40.71041019,36.133118452,45.994198996,,2025-04-15T15:49:27.583+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
8308631,MDG_0000000001,COUNTRY,MEX,YEAR,AMR,Americas,SEX,2015,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,12.5 [11.8-13.2],12.458030761,11.81459565,13.204810745,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
8311677,MDG_0000000001,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,2016,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,20.5 [15.9-26.4],20.490824173,15.930146999,26.419161132,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8319526,MDG_0000000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,2012,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,7.8 [7.6-8.0],7.789835598,7.578060238,8.005234726,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
8335770,MDG_0000000001,COUNTRY,RWA,YEAR,AFR,Africa,SEX,2011,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,39.0 [34.7-44.0],39.009622615,34.735846951,43.961478879,,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
8344003,MDG_0000000001,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,2010,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,20.5 [18.6-22.5],20.455765336,18.563679817,22.531840298,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
8344218,MDG_0000000001,COUNTRY,GHA,YEAR,AFR,Africa,SEX,2022,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,29.2 [24.0-35.5],29.166941209,23.954262637,35.534144019,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
8357645,MDG_0000000001,COUNTRY,KEN,YEAR,AFR,Africa,SEX,2012,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,41.3 [38.0-44.9],41.259204837,38.038648449,44.913514142,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
8374679,MDG_0000000001,COUNTRY,JPN,YEAR,WPR,Western Pacific,SEX,2017,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,1.9 [1.9-1.9],1.90675678,1.870708997,1.942798346,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
8382357,MDG_0000000001,COUNTRY,UGA,YEAR,AFR,Africa,SEX,2011,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,41.8 [38.2-45.9],41.846291988,38.189162836,45.942326563,,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
8383288,MDG_0000000001,COUNTRY,RWA,YEAR,AFR,Africa,SEX,2012,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,40.7 [35.5-46.7],40.720296141,35.528586571,46.670242021,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
8385726,MDG_0000000001,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2017,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,11.7 [10.8-12.7],11.748705919,10.843566102,12.652624447,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
8422922,MDG_0000000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,2010,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,74.0 [67.8-80.9],74.016170708,67.837366211,80.904211449,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
8424328,MDG_0000000001,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,2011,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,31.2 [29.1-33.7],31.233670816,29.050527979,33.692795766,,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
8445417,MDG_0000000001,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,2023,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,24.2 [20.8-28.1],24.236775763,20.787412829,28.050304912,The UN IGME estimates are not the official statistics of India. The Sample Registration System (SRS) of ORGI is the official data source of India for all mortality estimates.,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
8454941,MDG_0000000001,COUNTRY,KEN,YEAR,AFR,Africa,SEX,2017,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,42.5 [38.6-47.0],42.515584535,38.609414379,46.951002465,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
8456063,MDG_0000000001,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2021,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,11.2 [10.1-12.4],11.2367396,10.139015876,12.433473966,,2025-04-15T15:49:27.583+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
8482331,MDG_0000000001,COUNTRY,MEX,YEAR,AMR,Americas,SEX,2023,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,10.8 [8.6-13.4],10.759846757,8.584531033,13.380762378,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
8484074,MDG_0000000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,3.8 [3.7-3.9],3.815235195,3.733829242,3.897608477,,2025-04-15T15:49:27.583+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
8490326,MDG_0000000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,5.5 [5.4-5.7],5.542176955,5.370071733,5.721994191,,2025-04-15T15:49:27.583+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
8508209,MDG_0000000001,COUNTRY,MDG,YEAR,AFR,Africa,SEX,2015,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,43.8 [39.3-48.6],43.756500857,39.334567492,48.607452685,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
8513908,MDG_0000000001,COUNTRY,SGP,YEAR,WPR,Western Pacific,SEX,2014,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.4 [2.2-2.6],2.381789428,2.208034291,2.562496042,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8517836,MDG_0000000001,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,19.3 [16.2-23.2],19.271511131,16.155522221,23.151768017,,2025-04-15T15:49:27.583+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
8528170,MDG_0000000001,COUNTRY,MDG,YEAR,AFR,Africa,SEX,2020,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,49.2 [42.0-57.9],49.166446194,41.950696225,57.923261653,,2025-04-15T15:49:27.583+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
8532906,MDG_0000000001,COUNTRY,JPN,YEAR,WPR,Western Pacific,SEX,2013,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.3 [2.2-2.3],2.256863097,2.206851373,2.30997594,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
8544139,MDG_0000000001,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,2022,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,15.6 [11.9-20.5],15.56939444,11.859234069,20.463965422,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
8560297,MDG_0000000001,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,19.7 [13.9-28.1],19.658293658,13.94852104,28.097260428,,2025-04-15T15:49:27.583+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
8658597,MDG_0000000001,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2023,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,12.5 [11.0-14.1],12.461936302,10.966330174,14.11326658,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
8660683,MDG_0000000001,COUNTRY,KEN,YEAR,AFR,Africa,SEX,2020,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,32.9 [29.1-37.2],32.864604921,29.092802564,37.243709491,,2025-04-15T15:49:27.583+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
8667065,MDG_0000000001,COUNTRY,JPN,YEAR,WPR,Western Pacific,SEX,2022,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,1.8 [1.7-1.8],1.765019352,1.725502048,1.804237989,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
8676739,MDG_0000000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,2020,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,64.7 [49.4-86.3],64.667093917,49.391137181,86.282219131,,2025-04-15T15:49:27.583+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
8693029,MDG_0000000001,COUNTRY,UGA,YEAR,AFR,Africa,SEX,2014,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,40.3 [35.8-45.3],40.280449621,35.824442176,45.34643716,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8694381,MDG_0000000001,COUNTRY,COL,YEAR,AMR,Americas,SEX,2013,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,14.8 [12.5-17.7],14.847197791,12.481874873,17.704105644,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
8705112,MDG_0000000001,COUNTRY,MEX,YEAR,AMR,Americas,SEX,2021,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,12.6 [10.7-14.6],12.59149518,10.733642359,14.613825895,,2025-04-15T15:49:27.583+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
8725669,MDG_0000000001,COUNTRY,RWA,YEAR,AFR,Africa,SEX,2018,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,28.8 [23.5-35.1],28.766904968,23.511046603,35.070985279,,2025-04-15T15:49:27.583+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
8729566,MDG_0000000001,COUNTRY,JPN,YEAR,WPR,Western Pacific,SEX,2016,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.0 [1.9-2.0],1.95770374,1.922088167,1.993832882,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8741392,MDG_0000000001,COUNTRY,MDG,YEAR,AFR,Africa,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,44.5 [38.8-51.1],44.475065878,38.820302705,51.084590499,,2025-04-15T15:49:27.583+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
8747695,MDG_0000000001,COUNTRY,COL,YEAR,AMR,Americas,SEX,2015,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,12.4 [10.0-15.5],12.387868406,9.955653131,15.46964245,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
8764976,MDG_0000000001,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2014,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,11.7 [10.0-13.0],11.735272437,9.996391128,13.015055251,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8772359,MDG_0000000001,COUNTRY,KEN,YEAR,AFR,Africa,SEX,2023,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,38.3 [31.9-46.1],38.349748028,31.933403196,46.054817463,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
