Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
18926,MDG_0000000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,2016,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,63.6 [53.8-76.2],63.604963168,53.809542761,76.189736321,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
21932,MDG_0000000001,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,2022,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.1 [2.0-2.3],2.135340276,2.027379827,2.253282055,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
22382,MDG_0000000001,COUNTRY,MDG,YEAR,AFR,Africa,SEX,2023,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,44.2 [35.2-56.3],44.175046993,35.161447625,56.320888563,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
29203,MDG_0000000001,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,2021,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,26.6 [24.7-28.7],26.63699551,24.677916716,28.728199146,,2025-04-15T15:49:27.583+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
35609,MDG_0000000001,COUNTRY,COL,YEAR,AMR,Americas,SEX,2010,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,14.4 [12.5-16.6],14.416033293,12.52611177,16.577018281,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
36900,MDG_0000000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,2015,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,6.3 [6.1-6.4],6.255843993,6.075959352,6.439642433,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
41793,MDG_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2021,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,26.1 [24.9-27.2],26.073358675,24.921159994,27.202970137,,2025-04-15T15:49:27.583+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
63506,MDG_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2011,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,38.1 [36.5-39.7],38.07329018,36.526458431,39.724440266,,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
63607,MDG_0000000001,COUNTRY,COL,YEAR,AMR,Americas,SEX,2022,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,10.0 [6.6-15.4],10.013772763,6.573597784,15.3727795,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
73938,MDG_0000000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,2022,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,3.4 [3.3-3.5],3.371315071,3.260644828,3.484589439,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
82926,MDG_0000000001,COUNTRY,GHA,YEAR,AFR,Africa,SEX,2018,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,37.7 [33.7-42.3],37.740376252,33.650989585,42.313778488,,2025-04-15T15:49:27.583+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
136182,MDG_0000000001,COUNTRY,UGA,YEAR,AFR,Africa,SEX,2012,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,39.5 [35.8-43.7],39.506245019,35.809364513,43.664904383,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
146041,MDG_0000000001,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,2011,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,26.1 [24.0-28.3],26.063075702,24.028295214,28.297456238,,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
148348,MDG_0000000001,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2022,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,9.1 [8.1-11.2],9.136497038,8.123649921,11.198607675,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
168357,MDG_0000000001,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,23.5 [21.7-25.4],23.473357793,21.707236993,25.380275814,,2025-04-15T15:49:27.583+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
193242,MDG_0000000001,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2017,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,9.6 [8.5-10.8],9.64343827,8.470100469,10.768405276,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
200487,MDG_0000000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,2018,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,61.6 [49.8-77.3],61.602371111,49.756459195,77.32694815,,2025-04-15T15:49:27.583+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
204952,MDG_0000000001,COUNTRY,TUR,YEAR,EUR,Europe,SEX,2022,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,8.6 [7.5-9.9],8.611908885,7.526086336,9.948977123,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
205249,MDG_0000000001,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2014,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,12.4 [11.6-13.2],12.384321178,11.585727734,13.180113176,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
214023,MDG_0000000001,COUNTRY,MDG,YEAR,AFR,Africa,SEX,2023,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,39.5 [31.3-50.5],39.53529163,31.305733617,50.533290307,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
223135,MDG_0000000001,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2014,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,10.6 [9.1-11.6],10.605325134,9.077392384,11.623594039,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
236561,MDG_0000000001,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,2021,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,48.2 [40.8-56.7],48.176459124,40.792363455,56.657496882,,2025-04-15T15:49:27.583+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
242592,MDG_0000000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,2016,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,3.7 [3.6-3.8],3.708206415,3.60985324,3.810631133,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
251934,MDG_0000000001,COUNTRY,UGA,YEAR,AFR,Africa,SEX,2010,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,44.5 [40.7-48.5],44.492182973,40.749003736,48.548985081,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
253566,MDG_0000000001,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2012,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,13.1 [12.3-13.9],13.063287213,12.266874419,13.874825183,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
259833,MDG_0000000001,COUNTRY,GHA,YEAR,AFR,Africa,SEX,2012,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,37.2 [34.3-40.3],37.208459553,34.346711346,40.32022443,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
262003,MDG_0000000001,COUNTRY,UGA,YEAR,AFR,Africa,SEX,2016,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,40.1 [33.7-47.8],40.125641594,33.727952507,47.798166191,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
262289,MDG_0000000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,2012,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,78.0 [70.2-87.0],77.992114742,70.186336017,86.963952965,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
264991,MDG_0000000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,2013,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,7.1 [6.9-7.2],7.08842469,6.929617562,7.248159736,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
265445,MDG_0000000001,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2020,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,9.7 [8.7-11.4],9.726052793,8.664736283,11.383819168,,2025-04-15T15:49:27.583+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
273723,MDG_0000000001,COUNTRY,JPN,YEAR,WPR,Western Pacific,SEX,2015,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,1.9 [1.9-2.0],1.924526236,1.877938219,1.972517722,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
276104,MDG_0000000001,COUNTRY,KEN,YEAR,AFR,Africa,SEX,2012,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,36.7 [33.6-40.2],36.696873862,33.567546981,40.238250293,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
287848,MDG_0000000001,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,2014,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,66.0 [61.2-71.2],66.019953331,61.164773157,71.197322368,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
293311,MDG_0000000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,2016,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,4.5 [4.4-4.6],4.460406063,4.354340034,4.573393941,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
304506,MDG_0000000001,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,2020,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,25.0 [23.3-26.7],24.981668245,23.299533446,26.695198972,,2025-04-15T15:49:27.583+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
311248,MDG_0000000001,COUNTRY,UGA,YEAR,AFR,Africa,SEX,2023,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,24.5 [16.0-37.1],24.532640614,15.971854087,37.13590337,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
320662,MDG_0000000001,COUNTRY,SGP,YEAR,WPR,Western Pacific,SEX,2012,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.0 [1.9-2.2],2.045674484,1.893877808,2.208956754,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
327654,MDG_0000000001,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,2015,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,22.6 [18.0-28.4],22.557825594,18.026884061,28.37715589,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
329684,MDG_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2011,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,35.4 [34.1-36.8],35.447242581,34.139103652,36.821565175,,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
330557,MDG_0000000001,COUNTRY,TUR,YEAR,EUR,Europe,SEX,2020,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,8.1 [7.3-8.9],8.062043981,7.296240542,8.933166819,,2025-04-15T15:49:27.583+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
351192,MDG_0000000001,COUNTRY,KEN,YEAR,AFR,Africa,SEX,2010,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,36.8 [33.8-40.3],36.831353254,33.752480743,40.284047255,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
388501,MDG_0000000001,COUNTRY,COL,YEAR,AMR,Americas,SEX,2017,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,13.2 [10.1-17.1],13.151425933,10.051717527,17.142738372,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
393390,MDG_0000000001,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,2014,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,23.3 [19.1-28.5],23.338428554,19.143929783,28.522833224,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
411125,MDG_0000000001,COUNTRY,RWA,YEAR,AFR,Africa,SEX,2013,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,32.1 [27.5-37.4],32.106745516,27.509320643,37.368912639,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
416571,MDG_0000000001,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,2010,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,38.0 [35.4-40.9],38.012204029,35.400867064,40.873993736,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
421031,MDG_0000000001,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,2013,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,22.4 [20.3-24.7],22.379639463,20.251062625,24.672557887,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
439084,MDG_0000000001,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,2021,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,25.1 [20.2-31.8],25.119011616,20.200932195,31.773784481,,2025-04-15T15:49:27.583+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
441968,MDG_0000000001,COUNTRY,KEN,YEAR,AFR,Africa,SEX,2023,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,34.7 [29.0-41.6],34.725511519,29.008616336,41.592625123,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
448483,MDG_0000000001,COUNTRY,MDG,YEAR,AFR,Africa,SEX,2021,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,49.3 [41.2-59.4],49.295148223,41.150794118,59.37427848,,2025-04-15T15:49:27.583+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
454595,MDG_0000000001,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,2015,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,29.7 [27.8-31.5],29.658871663,27.830568324,31.54773705,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
462845,MDG_0000000001,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,2012,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,22.6 [20.5-24.7],22.570830595,20.51056991,24.74474504,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
467695,MDG_0000000001,COUNTRY,UGA,YEAR,AFR,Africa,SEX,2022,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,31.7 [21.3-46.5],31.747750643,21.348433857,46.492386066,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
467713,MDG_0000000001,COUNTRY,COL,YEAR,AMR,Americas,SEX,2011,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,14.0 [12.0-16.3],13.97982882,12.010043878,16.293361224,,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
468376,MDG_0000000001,COUNTRY,KEN,YEAR,AFR,Africa,SEX,2016,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,34.4 [31.2-38.2],34.449838652,31.219501614,38.173338449,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
469030,MDG_0000000001,COUNTRY,MDG,YEAR,AFR,Africa,SEX,2018,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,44.2 [39.1-50.0],44.165047746,39.089931711,49.990702742,,2025-04-15T15:49:27.583+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
470176,MDG_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2017,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,29.2 [27.7-30.6],29.163885512,27.676619632,30.575015567,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
471326,MDG_0000000001,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.8 [2.7-2.9],2.826920907,2.744399436,2.910631208,,2025-04-15T15:49:27.583+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
488187,MDG_0000000001,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2023,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,13.8 [12.0-15.8],13.80967328,12.04643478,15.757648544,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
496812,MDG_0000000001,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,17.2 [14.3-20.7],17.175024556,14.313390112,20.679726088,,2025-04-15T15:49:27.583+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
532816,MDG_0000000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,66.1 [52.1-85.5],66.110975576,52.093245124,85.480043071,,2025-04-15T15:49:27.583+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
537340,MDG_0000000001,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,53.1 [44.0-63.5],53.123916042,43.97017264,63.473647751,,2025-04-15T15:49:27.583+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
552952,MDG_0000000001,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,2017,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.5 [2.4-2.5],2.467900208,2.395626609,2.542893476,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
558026,MDG_0000000001,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,2014,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.9 [2.9-3.0],2.929430413,2.872480722,2.98512228,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
566017,MDG_0000000001,COUNTRY,RWA,YEAR,AFR,Africa,SEX,2018,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,35.5 [29.0-43.1],35.514860833,29.035267109,43.11099998,,2025-04-15T15:49:27.583+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
569152,MDG_0000000001,COUNTRY,KEN,YEAR,AFR,Africa,SEX,2014,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,44.3 [40.6-48.7],44.332140797,40.559171935,48.749121059,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
569363,MDG_0000000001,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,2010,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,27.1 [25.1-29.3],27.105977316,25.118337859,29.277036026,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
570341,MDG_0000000001,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2015,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,12.1 [11.3-13.0],12.129994314,11.302622509,12.961792439,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
582445,MDG_0000000001,COUNTRY,MDG,YEAR,AFR,Africa,SEX,2012,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,49.1 [44.0-54.4],49.058835724,44.013034584,54.417638987,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
593942,MDG_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2015,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,30.0 [28.8-31.3],29.983836742,28.780192577,31.264569996,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
613457,MDG_0000000001,COUNTRY,JPN,YEAR,WPR,Western Pacific,SEX,2011,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.4 [2.4-2.5],2.442388265,2.387587869,2.498978911,,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
664663,MDG_0000000001,COUNTRY,MDG,YEAR,AFR,Africa,SEX,2017,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,43.9 [39.3-49.3],43.909404764,39.273615368,49.25585833,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
682737,MDG_0000000001,COUNTRY,JPN,YEAR,WPR,Western Pacific,SEX,2011,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.3 [2.3-2.4],2.330376401,2.288416625,2.375143603,,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
694658,MDG_0000000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,2011,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,5.3 [5.2-5.4],5.308063602,5.18082428,5.436036111,,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
703780,MDG_0000000001,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,2011,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,45.4 [43.2-47.8],45.412984511,43.200959899,47.809877901,The UN IGME estimates are not the official statistics of India. The Sample Registration System (SRS) of ORGI is the official data source of India for all mortality estimates.,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
711800,MDG_0000000001,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,2010,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,24.3 [22.3-26.5],24.334999056,22.32207436,26.520472817,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
712014,MDG_0000000001,COUNTRY,GHA,YEAR,AFR,Africa,SEX,2023,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,28.2 [22.4-35.3],28.172604244,22.441152852,35.32459724,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
715662,MDG_0000000001,COUNTRY,TUR,YEAR,EUR,Europe,SEX,2010,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,13.9 [12.7-15.1],13.869988501,12.675322651,15.086246367,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
734086,MDG_0000000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,2010,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,7.5 [7.3-7.7],7.49155945,7.328277175,7.665634782,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
742462,MDG_0000000001,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,2014,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,23.2 [20.9-25.8],23.165948239,20.904741299,25.769885526,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
744292,MDG_0000000001,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,2010,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,32.7 [30.4-35.2],32.655244827,30.387709358,35.225618608,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
748158,MDG_0000000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,2012,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,11.2 [10.4-12.0],11.180222028,10.40026243,11.983330182,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
