Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
9408176,WHS4_100,COUNTRY,UGA,AFR,YEAR,Africa,,2017,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9426922,WHS4_100,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,,2022,,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
9455182,WHS4_100,COUNTRY,MEX,AMR,YEAR,Americas,,2017,,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9511931,WHS4_100,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,,2015,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9537017,WHS4_100,COUNTRY,NGA,AFR,YEAR,Africa,,2014,,,,,,,,43,43.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9552629,WHS4_100,COUNTRY,CHL,AMR,YEAR,Americas,,2021,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9651427,WHS4_100,COUNTRY,CHL,AMR,YEAR,Americas,,2012,,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9788146,WHS4_100,COUNTRY,IND,SEAR,YEAR,South-East Asia,,2014,,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9806811,WHS4_100,COUNTRY,TUR,EUR,YEAR,Europe,,2013,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9872054,WHS4_100,COUNTRY,IND,SEAR,YEAR,South-East Asia,,2013,,,,,,,,83,83.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9917262,WHS4_100,COUNTRY,ZAF,AFR,YEAR,Africa,,2016,,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9928808,WHS4_100,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,,2010,,,,,,,,52,52.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9962551,WHS4_100,COUNTRY,POL,EUR,YEAR,Europe,,2020,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9979647,WHS4_100,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,,2014,,,,,,,,62,62.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9979683,WHS4_100,COUNTRY,MDG,AFR,YEAR,Africa,,2019,,,,,,,,69,69.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10047693,WHS4_100,COUNTRY,PHL,WPR,YEAR,Western Pacific,,2014,,,,,,,,80,80.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
10092117,WHS4_100,COUNTRY,UGA,AFR,YEAR,Africa,,2019,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10105230,WHS4_100,COUNTRY,BRA,AMR,YEAR,Americas,,2010,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
10149333,WHS4_100,COUNTRY,KOR,WPR,YEAR,Western Pacific,,2024,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
10213776,WHS4_100,COUNTRY,IDN,WPR,YEAR,Western Pacific,,2022,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
7826268,WHS4_100,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,2022,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
7837751,WHS4_100,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,,2011,,,,,,,,68,68.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
7870932,WHS4_100,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,,2017,,,,,,,,75,75.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7906507,WHS4_100,COUNTRY,CHN,WPR,YEAR,Western Pacific,,2021,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
7914101,WHS4_100,COUNTRY,IDN,WPR,YEAR,Western Pacific,,2012,,,,,,,,87,87.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
8029224,WHS4_100,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,,2015,,,,,,,,72,72.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
8035885,WHS4_100,COUNTRY,CHL,AMR,YEAR,Americas,,2013,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
8058991,WHS4_100,COUNTRY,KEN,AFR,YEAR,Africa,,2024,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
8085087,WHS4_100,COUNTRY,IND,SEAR,YEAR,South-East Asia,,2021,,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
8116686,WHS4_100,COUNTRY,JPN,WPR,YEAR,Western Pacific,,2018,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
8147618,WHS4_100,COUNTRY,UGA,AFR,YEAR,Africa,,2014,,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8163389,WHS4_100,COUNTRY,PHL,WPR,YEAR,Western Pacific,,2016,,,,,,,,84,84.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8260559,WHS4_100,COUNTRY,ZAF,AFR,YEAR,Africa,,2010,,,,,,,,77,77.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
8351441,WHS4_100,COUNTRY,UGA,AFR,YEAR,Africa,,2022,,,,,,,,89,89.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
8371264,WHS4_100,COUNTRY,BRA,AMR,YEAR,Americas,,2016,,,,,,,,89,89.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8487581,WHS4_100,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,,2023,,,,,,,,60,60.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
8506042,WHS4_100,COUNTRY,NGA,AFR,YEAR,Africa,,2022,,,,,,,,59,59.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
8603475,WHS4_100,COUNTRY,KOR,WPR,YEAR,Western Pacific,,2017,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
8617910,WHS4_100,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,2023,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
8624272,WHS4_100,COUNTRY,COL,AMR,YEAR,Americas,,2017,,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
8628040,WHS4_100,COUNTRY,COL,AMR,YEAR,Americas,,2013,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
8669416,WHS4_100,COUNTRY,GHA,AFR,YEAR,Africa,,2023,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
8684479,WHS4_100,COUNTRY,MDG,AFR,YEAR,Africa,,2015,,,,,,,,62,62.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
33323,WHS4_100,COUNTRY,COL,AMR,YEAR,Americas,,2016,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
62714,WHS4_100,COUNTRY,UGA,AFR,YEAR,Africa,,2016,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
161341,WHS4_100,COUNTRY,ZAF,AFR,YEAR,Africa,,2014,,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
163276,WHS4_100,COUNTRY,THA,SEAR,YEAR,South-East Asia,,2021,,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
281276,WHS4_100,COUNTRY,SGP,WPR,YEAR,Western Pacific,,2017,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
383241,WHS4_100,COUNTRY,ZAF,AFR,YEAR,Africa,,2018,,,,,,,,82,82.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
428654,WHS4_100,COUNTRY,BRA,AMR,YEAR,Americas,,2015,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
504191,WHS4_100,COUNTRY,NGA,AFR,YEAR,Africa,,2017,,,,,,,,55,55.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
529125,WHS4_100,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,,2013,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
