Country_ID,Year,PC1,PC2,PC3,Lag_Mortality,Target_Mortality
1,2011,-3.8031230467910038,2.2278396896488837,0.2068615871323357,76.86026227800001,73.94238697266667
1,2012,-3.728862893482049,2.153589597609492,0.22563075231666166,73.94238697266667,71.194370861
1,2013,-3.6983399026515245,2.5254226180585726,0.054134551063197055,71.194370861,68.62567141699999
1,2014,-3.6183729962373863,2.7337783876387727,-0.0872210707813739,68.62567141699999,66.27921923266666
1,2015,-3.5827404008164883,2.680269129515677,-0.11022077240013842,66.27921923266666,64.14319214566667
1,2016,-3.5389905049391444,2.8637815337424883,-0.2689792988014972,64.14319214566667,62.18389060966667
1,2017,-3.7097704109633147,3.202363255317907,-0.30436752976755377,62.18389060966667,60.35225460433333
1,2018,-3.3479118946445054,3.1190150549658067,-0.5604419008365996,60.35225460433333,58.58494827966667
1,2019,-3.4143661482183236,3.4774333860265734,-0.6688453468026683,58.58494827966667,56.87289927533334
1,2020,-3.4121096245347875,3.8203172421280414,-0.8022101466828749,56.87289927533334,55.22117378833334
1,2021,-3.4198112987129448,5.3035673132842485,-1.564610051757178,55.22117378833334,53.56895438266667
1,2022,-3.1327045380024887,5.204235712676486,-1.7692355774871709,53.56895438266667,51.894931424
1,2023,-3.0648924864394376,5.1539066027499905,-1.7837263461833446,51.894931424,50.29011368366667
1,2024,-3.0897903116109684,5.19799869106158,-1.7824572607932676,50.29011368366667,50.29011368366667
2,2011,-1.7244581163485948,-1.5058230207310042,1.1223561359914371,36.83291483466667,35.39907857
2,2012,-1.838551440682544,-1.304762820845528,1.1470435280966504,35.39907857,34.028912928000004
2,2013,-1.6463771393824747,-1.5110348118963943,1.1258851064313544,34.028912928000004,32.676535378333334
2,2014,-1.410617052911903,-1.6418649462686101,1.0538047250667069,32.676535378333334,31.320623797333337
2,2015,-1.3837799265349233,-1.697035052735813,1.0788949067117695,31.320623797333337,29.95046333433333
2,2016,-1.1124860563274304,-1.7537169681938514,0.9599756362402635,29.95046333433333,28.617153975
2,2017,-0.9930655845377052,-1.7735256744263874,0.9215456455387048,28.617153975,27.37563752033333
2,2018,-1.449114270779609,-1.582892402198189,1.1778756442178944,27.37563752033333,26.288261064
2,2019,-1.377335648688249,-1.5915755584643165,1.1683637383778445,26.288261064,25.410939222666663
2,2020,-0.821982358836373,-1.704834753868162,0.8759140624690666,25.410939222666663,24.816945136666664
2,2021,-0.7345415752207161,-1.7026617764112855,0.8450310615153744,24.816945136666664,24.46211729933333
2,2022,-0.6933026779637635,-1.6839878722372492,0.8398296582415757,24.46211729933333,24.331429434333334
2,2023,-0.7000561098430855,-1.6817122273977032,0.856099138076291,24.331429434333334,24.33919304533333
2,2024,-0.7000561098430855,-1.6817122273977032,0.856099138076291,24.33919304533333,24.33919304533333
3,2011,1.3678361440070008,-0.1863232153028672,-0.47070230424229415,15.923371927666668,15.293200503999998
3,2012,1.1894028411108177,0.03904764939501661,-0.4887384152924433,15.293200503999998,14.772091646
3,2013,1.2703574614278141,-0.005517247864457272,-0.5248997884552864,14.772091646,14.340890641666666
3,2014,1.2231255622815858,0.2548415752614757,-0.5845307496697113,14.340890641666666,13.99236563
3,2015,1.2459610264500167,0.022078658236259062,-0.7536176639225409,13.99236563,13.701119793666663
3,2016,0.4775552916507394,1.5275707410740014,-0.8008427357308099,13.701119793666663,14.559941804333334
3,2017,0.7787284898031785,1.3550710652970774,-0.8172430042045095,14.559941804333334,13.256300855666666
3,2018,0.9067542457816474,1.107147727036872,-0.8633539148487142,13.256300855666666,13.077563736666669
3,2019,0.5363571863792808,1.8728973320424782,-0.8929885658545595,13.077563736666669,12.927205607
3,2020,0.3546008877408713,1.9715604233736312,-0.9821124656041842,12.927205607,12.795697777333332
3,2021,0.02174031990430526,2.655826553196654,-0.9427732378083309,12.795697777333332,12.680453329
3,2022,0.5452800992972072,1.8942933705053193,-0.8983002115035035,12.680453329,12.565129512666669
3,2023,1.1811244720649219,0.9003834812175824,-0.9043919220870448,12.565129512666669,12.437591286999998
3,2024,1.1303852672105614,0.9894167938220361,-0.9055620421715362,12.437591286999998,12.437591286999998
4,2011,1.2532224599285064,0.12150121446322336,-0.20883525101098072,7.480309279333333,7.356502243333334
4,2012,1.1903546219504186,0.5121759776018976,-0.2324233223631232,7.356502243333334,7.213552896333333
4,2013,1.3453379047961451,0.579795446121258,-0.3058536891439573,7.213552896333333,7.078347852
4,2014,1.6117022232350484,0.22918702673109848,-0.4128006303467877,7.078347852,6.951558569333333
4,2015,1.7363598864038188,0.20714151803435663,-0.5457579532442994,6.951558569333333,6.8271753293333335
