Country,Year,doctors_per_10k,hospital_beds_per_10k,infant_mortality_rate,maternal_mortality_rate,tb_incidence_per_100k,dtp3_vaccination_rate,nurses_per_10k,gdp_per_capita,pop_density,health_exp_usd,health_exp_gdp,population_total,urban_population,poverty_headcount,gini_index
CHL,2018,25.69,95.0,6.2577283926666665,11.585937438,20.468222702,7.235081546,95.0,15659.4808675628,25.4526848895971,1430.70263672,9.15040398,18893191.0,87.9620493753008,,
CHL,2019,26.27,96.0,6.02474265,9.5492810145,20.204453147,6.964403446666666,96.0,14495.716721687,25.84400416762,1348.99401855,9.29919815,19197744.0,88.1273685623538,,
CHL,2020,27.98,93.0,5.847067977999999,7.9264397639999995,20.195014905,6.757784539666666,93.0,13114.815470545,26.0767352343796,1270.97814941,9.68910599,19370624.0,88.2953490438375,1.7,47.0
CHL,2021,29.79,95.0,5.780914225333333,6.029929787,19.754501428,6.681456592333333,95.0,16206.8325493421,26.192118041714,1576.69287109,9.68593311,19456334.0,88.4660511664452,,
CHL,2022,31.78,96.0,5.891646882666667,3.539932497,19.53916617,6.807380380000001,96.0,15405.6165774073,26.3222982801325,1547.28967285,10.06172848,19553036.0,88.6395352768685,0.5,43.0
CHL,2023,33.34,96.0,6.192636816333334,3.2060901895,19.386195539,7.154912392666667,96.0,17067.0364799154,26.4647249005172,1714.8927002,10.09532642,19658835.0,88.8158617217972,,
CHL,2024,,95.0,,,,,95.0,,,,,,,,
CHN,2010,14.6,99.0,12.442172470333333,5.929999828,25.062862344,15.739616433333333,99.0,4629.24551710077,142.487743405,188.87156677,4.23068333,1337705000.0,49.2340270628041,20.6,43.7
CHN,2011,14.85,99.0,11.442885951666668,6.159999847,27.238362123,14.55512754,99.0,5703.76027973346,143.268509836432,239.19824219,4.34274387,1345035000.0,51.8300285339355,15.7,42.4
CHN,2012,15.62,99.0,10.52440641,6.71999979,30.386539558,13.469793191333332,99.0,6405.0574241349,144.243669001474,284.69760132,4.56584787,1354190000.0,53.1003112792969,13.2,42.2
CHN,2013,16.58,99.0,9.672564930666667,7.840000153,33.202126943,12.460884801333334,99.0,7147.03518622344,145.207643927049,329.08572388,4.71490669,1363240000.0,54.4900016784668,6.2,39.7
CHN,2014,17.11,99.0,8.895083021666666,11.18999958,35.744752701,11.533295657666665,99.0,7781.06597484974,146.125816729087,362.28695679,4.77790594,1371860000.0,55.7502555847168,4.7,39.2
CHN,2015,17.97,99.0,8.185990034333335,9.18999958,38.181144124,10.690173238666667,99.0,8175.33285077393,146.977949259981,393.09768677,4.93827963,1379860000.0,57.3297843933105,3.0,38.6
CHN,2016,18.88,99.0,7.5430519746666675,8.329999924,40.517711903,9.925658612,99.0,8254.86859320357,147.822641376791,398.17489624,4.97955608,1387790000.0,58.8399238586426,2.2,38.5
CHN,2017,20.03,99.0,6.9625890073333325,8.489999771,43.335430297,9.228533791666667,99.0,8979.67652709856,148.720043543977,439.94006348,5.06592178,1396215000.0,60.2402687072754,1.7,39.1
CHN,2018,21.22,99.0,6.436627698,10.01000023,45.945446482,8.59865306,99.0,10085.6638148819,149.417194545073,504.10980225,5.16790485,1402760000.0,61.5001983642578,0.8,38.5
CHN,2019,22.55,99.0,5.961410240666666,,48.236050553,8.029481884333334,99.0,10342.9009524335,149.948179684945,538.99157715,5.3502779,1407745000.0,62.7099151611328,0.0,38.2
CHN,2020,23.85,99.0,5.528828926999999,6.070000172,50.004694777,7.5087726413333336,99.0,10627.4637989619,150.305542803154,582.95092773,5.59359741,1411100000.0,63.5234230266258,0.0,37.1
CHN,2021,25.17,99.0,5.135509644666667,,51.977049049,7.032591548666666,99.0,12887.4357242941,150.439753691066,670.25897217,5.38360548,1412360000.0,64.721076965332,0.0,35.7
CHN,2022,31.12,99.0,4.775539703,,53.768165072,6.589682955333333,99.0,12970.6056414327,150.42004812419,672.45159912,5.36948681,1412175000.0,65.2176361083984,0.0,36.0
CHN,2023,,96.0,4.447447802666667,,56.267424359,6.183395376333333,97.0,12951.1782397043,150.264001337848,,,1410710000.0,65.5301448035523,,
CHN,2024,,97.0,,,,,97.0,,,,,,,,
COL,2010,16.66,88.0,16.259639363999998,,15.127522691,18.324074859375,88.0,6398.2958447102,40.3581063542136,452.44281006,7.07130194,44777319.0,76.7232975672119,13.1,54.6
COL,2011,17.54,85.0,15.775832284333333,42.772657752,14.88810753,17.730960740125,85.0,7400.9940695669,40.7928021631365,501.84420776,6.78076792,45259614.0,76.839003613206,11.2,53.5
COL,2012,18.14,92.0,15.289791603333335,38.504695297999994,15.181838195,17.142946560625,91.0,8108.59838244229,41.2039747634069,547.00732422,6.74601603,45715810.0,76.942211203265,10.9,52.6
COL,2013,18.84,91.0,14.827780965666667,39.993455288999996,15.799024363,16.5809619795,91.0,8279.10255642981,41.5967408742677,580.96453857,7.01724052,46151584.0,77.0315988189922,9.9,52.6
COL,2014,19.6,90.0,14.381810751333333,35.690504313,16.289983045,16.047642395375,90.0,8187.20824890084,41.969742226228,588.29449463,7.18553209,46565429.0,77.1058449419909,9.0,52.5
COL,2015,20.22,91.0,13.952349478333332,34.285152791499996,16.530360334,15.545325042875,91.0,6248.51490534512,42.3343307796305,470.099823,7.52338505,46969940.0,77.1636280538646,8.1,51.0
COL,2016,20.88,91.0,13.532285882666665,32.937473534999995,17.216753812,15.045007612125,91.0,5959.84250367574,42.7557566471383,448.84588623,7.53117037,47437512.0,77.2036266362166,8.0,50.6
COL,2017,21.63,92.0,13.128464621333334,32.6053308235,17.408503396,14.572434876,92.0,6479.53231292429,43.3808724650744,497.54016113,7.67864323,48131078.0,77.2245191706503,7.3,49.7
COL,2018,22.42,92.0,12.726383914333333,31.115901947999998,17.342566302,14.10179373525,92.0,6816.96818309544,44.1860883280757,519.82202148,7.62541389,49024465.0,77.2804816598084,7.4,50.4
COL,2019,23.17,94.0,12.344979419666666,29.79994023,17.524449544,13.668521443875001,94.0,6472.54544924705,44.9824109959441,503.53485107,7.77954912,49907985.0,77.4595528518377,8.8,51.3
COL,2020,23.94,88.0,11.967426281000002,28.083554627,16.991310507,13.230258885,88.0,5339.68711357943,45.6331653898152,464.9777832,8.71432114,50629997.0,77.6382533537045,13.5,53.5
COL,2021,24.67,87.0,11.592695291333333,27.781497239,,12.797108516875,86.0,6222.62164397614,46.1362532672375,561.11627197,9.01772404,51188173.0,77.8339570326128,11.2,55.1
COL,2022,,87.0,11.248533997666668,24.559008004000003,,12.407946512625,86.0,6680.44506854481,46.6317656602073,505.50805664,7.57361269,51737944.0,78.0464633137335,9.3,54.8
COL,2023,25.35,90.0,10.909549716999999,20.7453707435,,12.0195080475,90.0,7000.83660501046,47.1574150518251,534.43713379,7.69168758,52321152.0,78.275571579544,7.7,53.9
COL,2024,,89.0,,,,,89.0,,,,,,,,
EGY,2010,,97.0,25.58984208433333,,14.027859724,28.597646843249997,97.0,2455.08194645282,89.6037691496308,105.07817841,4.15319157,89196072.0,42.9057175520154,1.5,30.2
EGY,2011,,96.0,24.609780375666663,28.853211431,14.01994716,27.369926524874998,96.0,2590.64384891965,91.5094268923602,116.22949219,4.35707569,91093059.0,42.8634168470177,,
EGY,2012,,93.0,23.668697642666668,28.4785299725,13.790427177,26.237222640124997,93.0,2996.0677072015,93.5868210357125,139.81625366,4.45891809,93161001.0,42.8118514138525,1.2,28.3
EGY,2013,,97.0,22.777415427333334,,13.731052565,25.15177136975,97.0,3025.52563552448,95.7693033301522,139.67245483,4.6710043,95333553.0,42.7514277188751,,
EGY,2014,7.3,94.0,21.928577039333334,,13.421696286,24.1336570805,94.0,3133.39102265541,97.9744376914963,155.06480408,4.77415323,97528654.0,42.6825522284408,,
EGY,2015,7.63,93.0,21.167021981999998,,12.48637815,23.241377046375,93.0,3306.98159414141,100.052581244663,170.25532532,5.06153202,99597342.0,42.6056314089048,1.2,31.8
EGY,2016,7.63,95.0,20.460380547333333,,12.454672205,22.417470747375,95.0,3270.6287768197,102.109185795369,142.61845398,5.07462406,101644589.0,42.5210717266225,,
EGY,2017,7.43,94.0,19.754276202,,12.738382013,21.616083769124998,94.0,2395.10333299491,104.170030639409,106.00288391,5.34661913,103696057.0,42.4486008687179,3.1,31.5
EGY,2018,7.16,95.0,19.042373255666664,,12.395950444,20.79739396725,95.0,2484.70315630508,106.165145411623,118.01481628,4.74892998,105682094.0,42.4577177449969,,
EGY,2019,6.97,95.0,18.41151848066667,46.90000153,11.933075589,20.080877493,95.0,2962.98892023003,108.044761665578,142.69670105,4.5994668,107553158.0,42.4812027332648,2.0,31.9
EGY,2020,6.71,94.0,17.791053403666666,50.0,11.125359521,19.377712431,95.0,3511.11381026379,109.814781254709,148.35269165,4.15384626,109315124.0,42.5181534630674,,
EGY,2021,,96.0,17.214696663,,10.590047729,18.739887109125,96.0,3827.35415374308,111.464169973379,176.93664551,4.60955143,110957008.0,42.5686062621468,1.4,28.5
EGY,2022,,97.0,16.636025793666665,37.11891556,,18.095060360625,97.0,4233.30783744856,113.13300517354,170.97909546,4.70438385,112618250.0,42.6325129008032,,
EGY,2023,,96.0,16.11374109966667,,,17.516432439,96.0,3456.78968456253,115.059291777588,,,114535772.0,42.7098115041919,,
EGY,2024,,97.0,,,,,97.0,,,,,,,,
GHA,2010,0.91,94.0,45.564696760000004,37.5375583155,7.000980805,66.49733832125,94.0,1263.89251760539,111.958315021535,80.57714844,4.73425055,25474995.0,50.7296926788704,,
GHA,2011,0.95,91.0,43.767247084,60.0,6.834618818,63.241820894625,91.0,1507.43573198753,114.683519381208,91.68003845,4.4685564,26095088.0,51.3304086646488,,
GHA,2012,0.93,92.0,42.04652608166666,37.0944720215,7.164212021,60.188084227625,91.0,1543.77524235764,117.492607893118,81.94947815,3.91583276,26734268.0,51.9197918381031,41.8,42.4
GHA,2013,1.0,90.0,40.44724647866666,39.332374693,7.268991084,57.360628984875,91.0,2294.79584693743,120.357708534763,105.34784698,4.59225416,27386193.0,52.4985794475913,,
GHA,2014,1.08,98.0,38.991973437666665,41.0638771035,7.099097401,54.8096576725,94.0,1949.90832923846,123.238076821658,78.46701813,4.01644135,28041592.0,53.0663398797148,,
GHA,2015,1.14,89.0,37.64072528166667,39.162384448000005,6.937186386,52.46309352,88.0,1722.77282833606,126.114388678914,78.21643066,4.5429678,28696068.0,53.6226415210752,,
GHA,2016,1.23,93.0,36.31941256733333,38.465065659,,50.197245643,95.0,1912.47991339951,129.017939702909,64.86400604,3.39035821,29356742.0,54.167052758274,39.0,43.5
GHA,2017,0.89,99.0,35.040935870666665,37.348339795499996,,48.053635465125,94.0,2012.28662641265,131.88166476224,54.10602188,2.68786979,30008354.0,54.6991419779128,,
GHA,2018,1.44,97.0,33.77467662,39.3437721715,,45.957141746125004,98.0,2195.32166016377,134.647029093786,53.37788773,2.43001175,30637585.0,55.218477566593,,
GHA,2019,1.04,97.0,32.52095118533334,,,43.900057736375,97.0,2186.65822682613,137.382028101418,71.14958191,3.25450468,31258945.0,55.7246279109161,,
GHA,2020,1.66,94.0,31.318913061333333,,,41.966788390875,92.0,2195.45481659987,140.147712389575,97.37677765,4.4331708,31887809.0,56.2171613974837,,
GHA,2021,1.28,98.0,30.177583807,32.5,,40.17788662575,98.0,2445.18662529344,142.918455784436,94.40388489,3.86030865,32518665.0,56.6952556826536,,
GHA,2022,1.43,99.0,29.105633620333332,,,38.52225843375,90.0,2229.89122647803,145.689425270181,82.32108307,3.6993649,33149152.0,57.250609602871,,
GHA,2023,2.66,95.0,28.114147506,,,37.03744034275,91.0,2383.90410483418,148.49676310689,,,33787914.0,57.8074737774654,,
GHA,2024,,95.0,,,,,91.0,,,,,,,,
IDN,2010,2.39,81.0,27.053706797666667,23.601236952,5.565044072,33.552048477374996,82.0,3065.68348377765,131.186593584406,85.55950165,2.7908783,246305322.0,49.8521375148888,34.1,34.6
IDN,2011,,81.0,26.010860960333332,24.377149717,6.005771539,32.21889460925,81.0,3579.46442466152,132.872174396105,107.00540161,2.98942471,249470032.0,50.4830017089844,31.2,37.9
IDN,2012,1.97,87.0,25.006588639333334,,8.06367977,30.940026485125,87.0,3632.27254030331,134.591727167608,105.85425568,2.91427088,252698525.0,51.1593933105469,26.6,37.1
IDN,2013,,92.0,24.048209303666667,23.920203147000002,9.589120005,29.71598467075,92.0,3566.60284506078,136.271572751061,102.33824921,2.86934805,255852467.0,51.8307495117188,27.2,38.9
IDN,2014,,88.0,23.125191729666664,,9.139847771,28.54103993,90.0,3441.06808464008,137.882705314833,102.00482178,2.96433568,258877399.0,52.5002136230469,25.7,38.8
IDN,2015,2.7,84.0,22.252777245333334,20.155941771,9.520844693,27.421775453625003,85.0,3288.22269725538,139.438934572699,96.15701294,2.92428517,261799249.0,53.1720771789551,21.6,38.2
IDN,2016,,84.0,21.414100343666664,18.194934962500003,9.690076383,26.35893136825,85.0,3521.46943457574,140.945267664402,106.40021515,3.02147198,264627418.0,53.812557220459,18.0,36.9
IDN,2017,3.73,85.0,20.629266932333334,,10.170390872,25.363308243125,88.0,3798.88326174526,142.393583234045,110.32610321,2.90417194,267346658.0,54.4541015625,14.8,36.4
IDN,2018,4.21,85.0,19.897501733333332,,11.509830492,24.4375017835,87.0,3860.95353090726,143.781152680745,110.71585846,2.86757827,269951846.0,55.0956840515137,12.5,36.3
