Country,Year,doctors_per_10k,hospital_beds_per_10k,infant_mortality_rate,maternal_mortality_rate,tb_incidence_per_100k,dtp3_vaccination_rate,nurses_per_10k,gdp_per_capita,pop_density,health_exp_usd,health_exp_gdp,population_total,urban_population,poverty_headcount,gini_index
BGD,2013,4.12,96.0,32.676535378333334,60.3927037715,5.82027454,42.686054950249996,96.0,958.262989798283,1202.52086502266,26.96918297,2.29574466,156532141.0,28.8407036106763,,
BGD,2014,4.78,97.0,31.320623797333337,53.0561946695,5.970818928,40.720029716625,97.0,1094.46199702838,1213.52791733886,29.91152382,2.27915168,157964929.0,29.1944442321013,,
BGD,2015,4.76,98.0,29.950463334333335,58.644064199,7.628408468,38.778770019375,98.0,1224.38647668165,1224.42328493508,33.20998764,2.27217698,159383179.0,29.5395099477892,,
BGD,2016,4.89,98.0,28.617153974999997,45.3136576995,7.919810181,36.900495405125,98.0,1649.28380858601,1235.3993393255,39.30647659,2.38938212,160811932.0,29.8753915517965,19.5,32.4
BGD,2017,5.35,98.0,27.37563752033333,41.8306694035,8.448563736,35.167935179125,98.0,1811.08221668646,1245.95641852962,42.17510986,2.36720181,162186147.0,30.2015798381799,,
BGD,2018,5.73,98.0,26.288261064,75.0,8.769035819,33.64551055175,98.0,1965.24372731467,1256.22726434662,44.78892899,2.31622243,163523103.0,30.5175656009959,,
BGD,2019,6.3,98.0,25.410939222666666,74.0,8.865095342,32.408325548,98.0,2129.79896954606,1266.90523930245,47.84217072,2.25762248,164913055.0,30.8228396343012,,
BGD,2020,6.61,97.0,24.816945136666664,38.0,9.678888307,31.526903557500003,97.0,2248.85078828233,1277.54493354844,51.00624084,2.27063942,166298024.0,31.1168927321524,,
BGD,2021,6.77,97.0,24.462117299333332,34.625175475,9.430161025,30.952308128625,97.0,2482.84917843357,1287.99918568026,58.53958511,2.36551309,167658854.0,31.3992156886061,,
BGD,2022,7.17,97.0,24.331429434333334,34.85660553,10.132839947,30.653937977625,97.0,2716.48592780431,1300.36002610164,61.09237671,2.39038587,169384897.0,31.673734726234,5.9,30.9
BGD,2023,7.22,97.0,24.33919304533333,35.578308105,9.24924405,30.542140336625,97.0,2551.01773827307,1319.17979689183,,,171466990.0,32.1578465036834,,
BGD,2024,,97.0,,,,,97.0,,,,,,,,
BRA,2010,,99.0,15.923371927666667,33.1921752695,25.851781519,18.599386444125,99.0,11403.2840038694,23.175243415401,906.0098877,7.94516611,193701929.0,84.343846036308,,
BRA,2011,18.7,99.0,15.293200503999998,33.7592675685,25.479769192,17.851697461,98.0,13396.6263158041,23.3646162902273,1043.3548584,7.78819132,195284734.0,84.6225758599683,7.1,52.9
BRA,2012,,95.0,14.772091646,33.6976307625,25.120264081,17.231144533875,96.0,12521.7238454434,23.555014752086,968.7277832,7.73637724,196876111.0,84.8973874181312,6.4,53.4
BRA,2013,19.06,97.0,14.340890641666666,33.624801753,24.900405858,16.71861553775,96.0,12458.8903396625,23.7467066835444,993.79608154,7.9766016,198478299.0,85.1676585442726,5.4,52.7
BRA,2014,,93.0,13.99236563,33.7753214845,24.802093237,16.299959067,96.0,12274.9941630213,23.93895376244,1030.66271973,8.39644146,200085127.0,85.4331367898168,4.7,52.0
BRA,2015,,96.0,13.701119793666665,32.989222287,23.946831349,15.954385384875,98.0,8936.1955889444,24.1292359304821,796.15252686,8.90929985,201675532.0,85.6935697061881,5.4,51.9
BRA,2016,,89.0,14.559941804333334,30.440821051,23.593665187,16.768432534375,72.0,8836.28546025694,24.3137963709629,810.20037842,9.16901684,203218114.0,85.9487048448108,6.5,53.4
BRA,2017,21.98,83.0,13.256300855666666,29.551741721,23.399215958,15.41891811375,84.0,10080.5078722821,24.4915070817191,954.75012207,9.47125053,204703445.0,86.1982897571091,6.9,53.3
BRA,2018,,87.0,13.077563736666667,28.5276623985,23.048338446,15.203892002625,85.0,9300.66072904004,24.659465024515,880.28430176,9.46475029,206107261.0,86.4420719945072,6.9,53.9
BRA,2019,23.51,70.0,12.927205607,26.726690054000002,22.854592609,15.023147653875,85.0,9029.83304401079,24.8207686159839,868.17248535,9.61449146,207455459.0,86.6797991084296,7.0,53.5
BRA,2020,,77.0,12.795697777333332,24.737990142999998,24.868105945,14.861900644124999,74.0,7074.19407495707,24.9649852718428,680.76843262,9.62326527,208660842.0,86.9112186503004,2.8,48.9
BRA,2021,21.91,68.0,12.680453329,24.012683393,25.181114995,14.723951117125,68.0,7972.53696080695,25.0714027283582,768.27075195,9.63646507,209550294.0,87.1360781715439,7.5,52.9
BRA,2022,,77.0,12.565129512666667,21.0905144225,,14.584139049625,75.0,9281.33282136864,25.161867951482,848.57122803,9.14277458,210306415.0,87.349556243881,4.9,52.0
BRA,2023,23.57,90.0,12.437591286999998,,,14.43141581025,85.0,10377.5897719195,25.2616884857157,,,211140729.0,87.6159710235763,3.8,51.6
BRA,2024,,91.0,,,,,82.0,,,,,,,,
CHL,2010,14.23,92.0,7.4803092793333334,27.4984253645,20.271264428,8.718250729666666,92.0,12632.8704724192,23.107901206673,861.72436523,6.81958389,17181464.0,86.9560135592209,,
CHL,2011,15.75,94.0,7.356502243333334,26.88108647,22.068010991,8.558528254,93.0,14487.3927832032,23.3370130673596,984.4486084,6.79947519,17351816.0,87.0109164653326,1.7,46.9
CHL,2012,17.35,90.0,7.213552896333333,26.519430279,21.607254613,8.379340581333333,90.0,15241.9069981119,23.5620242302954,1070.51293945,7.01951265,17519119.0,87.0824943735696,,
CHL,2013,18.68,91.0,7.078347852,24.9370635155,21.581377698,8.212449783333334,90.0,15683.5486369155,23.7878208335351,1171.77038574,7.47552681,17687006.0,87.1827777654221,0.8,46.8
CHL,2014,20.16,95.0,6.951558569333333,23.7385514395,21.093032302,8.056132275000001,95.0,14529.6767206336,24.0860324163393,1138.66113281,7.84150171,17864195.0,87.3133701497978,,
CHL,2015,21.38,96.0,6.8271753293333335,20.910049436500003,21.330224523,7.905237685333333,96.0,13433.9202987032,24.333348398175,1122.13378906,8.3513937,18047625.0,87.4653320342387,0.7,45.3
CHL,2016,22.86,95.0,6.682609384666667,16.69409001,21.114865558,7.7327277756666675,95.0,13649.8520452803,24.6093854617587,1167.89306641,8.55767059,18267221.0,87.6306290578181,,
CHL,2017,24.3,93.0,6.492437828333333,13.854685039,20.935005303,7.509205026,93.0,14879.9086227187,25.002288872834,1353.69274902,9.090518,18558868.0,87.8000295757281,0.5,45.3
