Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4617413,WHS4_100,COUNTRY,CHL,AMR,YEAR,Americas,,,2016,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4642193,WHS4_100,COUNTRY,COL,AMR,YEAR,Americas,,,2021,,,,,,,87,87.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
4643557,WHS4_100,COUNTRY,KEN,AFR,YEAR,Africa,,,2023,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
4731552,WHS4_100,COUNTRY,UGA,AFR,YEAR,Africa,,,2013,,,,,,,84,84.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4990164,WHS4_100,COUNTRY,RWA,AFR,YEAR,Africa,,,2018,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
5186606,WHS4_100,COUNTRY,IND,SEAR,YEAR,South-East Asia,,,2012,,,,,,,82,82.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5219663,WHS4_100,COUNTRY,PHL,WPR,YEAR,Western Pacific,,,2011,,,,,,,89,89.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
5249866,WHS4_100,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,,2011,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
5250621,WHS4_100,COUNTRY,MEX,AMR,YEAR,Americas,,,2019,,,,,,,82,82.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
5693995,WHS4_100,COUNTRY,IDN,WPR,YEAR,Western Pacific,,,2024,,,,,,,78,78.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
5776564,WHS4_100,COUNTRY,COL,AMR,YEAR,Americas,,,2023,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
6093365,WHS4_100,COUNTRY,UGA,AFR,YEAR,Africa,,,2021,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
6098620,WHS4_100,COUNTRY,KOR,WPR,YEAR,Western Pacific,,,2020,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
6219277,WHS4_100,COUNTRY,CHN,WPR,YEAR,Western Pacific,,,2023,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
6231530,WHS4_100,COUNTRY,SGP,WPR,YEAR,Western Pacific,,,2013,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
6244285,WHS4_100,COUNTRY,KOR,WPR,YEAR,Western Pacific,,,2018,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
6257712,WHS4_100,COUNTRY,RWA,AFR,YEAR,Africa,,,2013,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
6327206,WHS4_100,COUNTRY,KEN,AFR,YEAR,Africa,,,2013,,,,,,,87,87.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
6378160,WHS4_100,COUNTRY,GHA,AFR,YEAR,Africa,,,2021,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
6467583,WHS4_100,COUNTRY,ZAF,AFR,YEAR,Africa,,,2024,,,,,,,74,74.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
6504490,WHS4_100,COUNTRY,IND,SEAR,YEAR,South-East Asia,,,2018,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
6587824,WHS4_100,COUNTRY,MEX,AMR,YEAR,Americas,,,2022,,,,,,,83,83.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
6694878,WHS4_100,COUNTRY,POL,EUR,YEAR,Europe,,,2011,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
6739558,WHS4_100,COUNTRY,PHL,WPR,YEAR,Western Pacific,,,2012,,,,,,,89,89.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
6777908,WHS4_100,COUNTRY,CHN,WPR,YEAR,Western Pacific,,,2014,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6866117,WHS4_100,COUNTRY,TUR,EUR,YEAR,Europe,,,2011,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
6902575,WHS4_100,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,,2024,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
6960240,WHS4_100,COUNTRY,KOR,WPR,YEAR,Western Pacific,,,2014,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
