Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
9428605,HWF_0001,COUNTRY,MDG,AFR,YEAR,Africa,,,2010,,,,,,,1.86,1.86,,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",2025-01-14T16:31:26.877+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9440881,HWF_0001,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,,,2019,,,,,,,6.97,6.97,,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",2025-01-14T16:31:26.877+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9481531,HWF_0001,COUNTRY,KEN,AFR,YEAR,Africa,,,2013,,,,,,,1.93,1.93,,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",2025-01-14T16:31:26.877+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9500046,HWF_0001,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,,,2015,,,,,,,2.9,2.9,,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",2025-01-14T16:31:26.877+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9671206,HWF_0001,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,,,2020,,,,,,,6.71,6.71,,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",2025-01-14T16:31:26.877+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9802490,HWF_0001,COUNTRY,CHN,WPR,YEAR,Western Pacific,,,2013,,,,,,,16.58,16.58,,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",2025-01-14T16:31:26.877+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9841727,HWF_0001,COUNTRY,UGA,AFR,YEAR,Africa,,,2015,,,,,,,0.97,0.97,,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",2025-01-14T16:31:26.877+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9934561,HWF_0001,COUNTRY,SGP,WPR,YEAR,Western Pacific,,,2020,,,,,,,26.38,26.38,,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",2025-01-14T16:31:26.877+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9967640,HWF_0001,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,,2012,,,,,,,3.9,3.9,,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",2025-01-14T16:31:26.877+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9992451,HWF_0001,COUNTRY,RWA,AFR,YEAR,Africa,,,2013,,,,,,,1,1.0,,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",2025-01-14T16:31:26.877+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9997879,HWF_0001,COUNTRY,NGA,AFR,YEAR,Africa,,,2016,,,,,,,4.28,4.28,,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",2025-01-14T16:31:26.877+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
10032388,HWF_0001,COUNTRY,NGA,AFR,YEAR,Africa,,,2022,,,,,,,3.86,3.86,,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",2025-01-14T16:31:26.877+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
10050256,HWF_0001,COUNTRY,ZAF,AFR,YEAR,Africa,,,2018,,,,,,,7.42,7.42,,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",2025-01-14T16:31:26.877+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
10068177,HWF_0001,COUNTRY,POL,EUR,YEAR,Europe,,,2015,,,,,,,23.11,23.11,,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",2025-01-14T16:31:26.877+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
10125432,HWF_0001,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,,,2019,,,,,,,10.49,10.49,,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",2025-01-14T16:31:26.877+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10208231,HWF_0001,COUNTRY,IDN,WPR,YEAR,Western Pacific,,,2015,,,,,,,2.7,2.7,,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",2025-01-14T16:31:26.877+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
